NDVI区间,模型,样本数,MAE,RMSE,SMAPE,MBE
低值区间(<0.3),EWMA-RC-XGBoost,12081,0.002413438329556355,0.007897808153204627,11.477593177972333,-0.001037075229458552
低值区间(<0.3),EWMA-XGBoost,12081,0.004394218562339662,0.007715550858512719,7.800630367597502,-0.0009009606694055755
低值区间(<0.3),XGBoost,12081,0.004730417515529531,0.008097462439919295,8.03884119018194,-0.0010482001363371221
中值区间(0.3-0.6),EWMA-RC-XGBoost,71082,0.0020842784802619155,0.0026406890815156717,0.4436908028340343,-0.00012819055986846355
中值区间(0.3-0.6),EWMA-XGBoost,71082,0.0028992394782049163,0.0036644729243787066,0.6271889561590601,-0.00026588364672589594
中值区间(0.3-0.6),XGBoost,71082,0.003528169854408952,0.004442092398730482,0.7606842691761372,-0.0003119965867107025
高值区间(>=0.6),EWMA-RC-XGBoost,47837,0.001981908371092907,0.002499005793868007,0.2975226040315121,-5.318692813380404e-05
高值区间(>=0.6),EWMA-XGBoost,47837,0.00306765013066905,0.00444373501511526,0.45238096252948673,0.00029847810102772446
高值区间(>=0.6),XGBoost,47837,0.003558736300612045,0.0049016395068265505,0.5275758090252916,0.0003861445516830754
